ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
A,2011-10-31,Life Sciences Tools & Services,AMP|WYNN|RJF|FITB|PFG,WAT|CRL|DHR|MTD|TMO,0.9208402815370287,0.9150503340250437,0.0057899475119850274
ADSK,2014-04-30,Application Software,FFIV|MNST|MS|GM|BMY,ORCL|FICO|CDNS|WDAY|TYL,0.4007730827567799,0.5001557322151681,-0.09938264945838815
AEE,2014-04-30,Multi-Utilities,BF-B|BALL|LLY|OXY|MKC,ED|CMS|PNW|XEL|NI,0.22547104555890074,0.9182006020146389,-0.6927295564557382
AEP,2014-04-30,Electric Utilities,XEL|SO|NEE|COP|PCG,PPL|EVRG|ETR|FE|EXC,0.8039331455050012,0.9147733396649643,-0.11084019415996316
ALB,2014-04-30,Specialty Chemicals,EMR|SYY|DLTR|MSI|MDLZ,LYB|SHW|IFF|DD|PPG,0.43475906933597397,0.6957533286680745,-0.2609942593321005
ALL,2014-04-30,Property & Casualty Insurance,AWK|CHD|MKC|BAX|AZO,TRV|ACGL|CINF|HIG|CB,0.609913518991855,0.854125135820246,-0.244211616828391
AMD,2014-04-30,Semiconductors,REGN|EXPE|BBY|UAL|DHI,MU|FSLR|TXN|MPWR|QCOM,0.5946247811324259,0.38217013607359235,0.21245464505883355
AMGN,2014-04-30,Biotechnology,TER|MAS|J|ADBE|BX,ABBV|BIIB|GILD|VRTX|INCY,0.40360251060494723,0.7068096038605619,-0.3032070932556147
AMP,2014-04-30,Asset Management & Custody Banks,FICO|UHS|HCA|PFG|ROK,BK|BX|BLK|NTRS|BEN,0.7970443855408583,0.895971101224087,-0.09892671568322864
APA,2014-04-30,Oil & Gas Exploration & Production,NDSN|AIG|WMB|MDLZ|APH,TPL|EOG|DVN|FANG|COP,0.4099631424152786,0.4959789015712376,-0.08601575915595899
APO,2014-04-30,Asset Management & Custody Banks,CRM|MAS|TMUS|BX|BIIB,AMP|BEN|BX|BLK|KKR,-0.043133561327876706,0.04517884821047326,-0.08831240953834996
AVGO,2014-04-30,Semiconductors,URI|NXPI|SCHW|DAL|MPWR,QCOM|MPWR|AMD|MU|FSLR,0.31160437009505676,0.30601757672144747,0.005586793373609289
AXON,2014-04-30,Aerospace & Defense,CIEN|TMUS|PODD|DXCM|EXPE,TXT|GD|BA|NOC|TDG,0.5818450455732345,0.5913986467116112,-0.009553601138376777
BA,2014-04-30,Aerospace & Defense,CMCSA|AOS|ICE|CASY|EXPD,LMT|TDG|HII|LHX|GE,0.5189981560597304,0.8246445879008782,-0.3056464318411478
BAC,2014-04-30,Diversified Banks,TER|CRL|J|AMGN|PSKY,PNC|JPM|WFC|USB|TFC,0.6144994775431163,0.7977018576799109,-0.18320238013679457
BAX,2014-04-30,Health Care Equipment,MKC|CHD|HRL|CVS|HAS,IDXX|STE|ISRG|BSX|RMD,0.3585639300161916,0.2110080234117542,0.14755590660443738
BDX,2014-04-30,Health Care Equipment,USB|ECL|PNC|SYK|CVS,BSX|ISRG|SYK|BAX|EW,0.5513408719380241,0.4643164173949767,0.08702445454304736
BEN,2014-04-30,Asset Management & Custody Banks,BLK|ETN|NVR|AVY|CBRE,APO|STT|BX|KKR|BLK,0.47415203481735735,0.5970592116324264,-0.12290717681506902
BIIB,2014-04-30,Biotechnology,CRM|MAS|BSX|BX|APO,ABBV|VRTX|GILD|REGN|AMGN,0.5763128678541355,0.7229315702825835,-0.146618702428448
BK,2014-04-30,Asset Management & Custody Banks,CSX|COF|APD|NSC|POOL,AMP|KKR|BX|BEN|TROW,0.6987810719868729,0.6110995329728637,0.08768153901400921
BLK,2014-04-30,Asset Management & Custody Banks,LOW|BEN|ETN|NVR|BMY,BEN|IVZ|NTRS|AMP|BX,0.7412036058085,0.806253655380727,-0.06505004957222704
BMY,2014-04-30,Pharmaceuticals,TSCO|BLK|ETN|PRU|SATS,LLY|MRK|ZTS|PFE|VTRS,0.41437588628212385,0.29671480334230926,0.11766108293981459
BSX,2014-04-30,Health Care Equipment,LYV|CRM|BX|FFIV|MNST,BAX|RVTY|RMD|IDXX|EW,0.23446308870989954,0.3955664993473363,-0.16110341063743674
BX,2014-04-30,Asset Management & Custody Banks,AMGN|MAS|TER|ADBE|APO,BEN|AMP|TROW|KKR|BK,0.45863195470667756,0.5506326460082569,-0.09200069130157934
C,2014-04-30,Diversified Banks,GS|GM|DRI|ACN|MTD,WFC|JPM|TFC|PNC|USB,0.6487151737777445,0.8307216481810581,-0.18200647440331363
CAG,2014-04-30,Packaged Foods & Meats,SJM|VZ|ACN|L|HUBB,TSN|SJM|HSY|CPB|MKC,0.5531389911217748,0.6367067485137036,-0.08356775739192879
CB,2014-04-30,Property & Casualty Insurance,ES|PG|SRE|D|DE,ACGL|CINF|ALL|TRV|WRB,0.39309636039853907,0.7905601976730154,-0.3974638372744764
CBOE,2014-04-30,Financial Exchanges & Data,PKG|IVZ|HUM|UNH|RCL,NDAQ|MCO|FDS|MSCI|ICE,0.3851297438755766,0.635768631821079,-0.25063888794550243
CDNS,2014-04-30,Application Software,ORCL|EME|HIG|CPRT|LH,CRM|ADSK|TRMB|FICO|ORCL,0.3295008133472561,0.33140378010242,-0.0019029667551638818
CINF,2014-04-30,Property & Casualty Insurance,ADP|AFL|LIN|HD|DLTR,CB|WRB|HIG|ALL|ACGL,0.49468139164127445,0.8594764055362129,-0.3647950138949384
CME,2014-04-30,Financial Exchanges & Data,AVY|ETN|OMC|SBUX|PRU,FDS|SPGI|MSCI|ICE|NDAQ,0.6829667582225847,0.8561311490785223,-0.1731643908559376
CMS,2014-04-30,Multi-Utilities,XEL|WEC|DTE|LNT|GIS,NI|PNW|PCG|D|ED,0.9273939528067322,0.89089727359587,0.03649667921086219
CNP,2014-04-30,Multi-Utilities,CL|ES|NI|KMB|CB,D|CMS|NI|PCG|ED,0.7001010685934096,0.8762046576386954,-0.17610358904528578
COP,2014-04-30,Oil & Gas Exploration & Production,AEP|NEE|CL|WRB|SO,OXY|TPL|FANG|CTRA|EQT,0.10992540886012064,0.664481968487315,-0.5545565596271944
CPAY,2014-04-30,Transaction & Payment Processing Services,SCHW|RCL|VMC|MS|ADSK,FISV|FIS|V|MA|GPN,0.40512544233826847,0.6285385775360776,-0.2234131351978091
CPB,2014-04-30,Packaged Foods & Meats,REG|UDR|BXP|PLD|MAA,HSY|MKC|TSN|HRL|MDLZ,0.33062447026831526,0.40641895867224687,-0.0757944884039316
CRL,2014-04-30,Life Sciences Tools & Services,J|PNR|TER|WAT|KLAC,MTD|WAT|A|TECH|DHR,0.37187257167209853,0.2996356372005834,0.07223693447151514
CRM,2014-04-30,Application Software,BIIB|APO|BSX|MAS|BX,ADSK|FICO|PTC|SNPS|ORCL,0.4915213720215711,0.5948697240329216,-0.10334835201135051
CTRA,2014-04-30,Oil & Gas Exploration & Production,GILD|CHTR|CHRW|TECH|NCLH,EQT|EOG|OXY|COP|DVN,0.2720816443933849,0.5058706679455752,-0.23378902355219033
D,2014-04-30,Multi-Utilities,MTB|UNP|SRE|CB|EVRG,SRE|DTE|CMS|ED|PCG,0.6317099219267049,0.9073433040533491,-0.2756333821266441
DD,2014-04-30,Specialty Chemicals,PFG|HIG|PPG|F|SHW,IFF|PPG|ECL|ALB|SHW,0.5936258813598945,0.6259608301683163,-0.032334948808421804
DHR,2014-04-30,Life Sciences Tools & Services,SBAC|JKHY|COR|AFL|PAYX,TECH|TMO|CRL|MTD|A,0.46179957857887594,0.5813878747248146,-0.11958829614593863
DOV,2014-04-30,Industrial Machinery & Supplies & Components,PH|MRK|ODFL|IDXX|IEX,NDSN|SNA|IEX|ITW|PH,0.8101157706900686,0.8571366262180636,-0.047020855527995065
DTE,2014-04-30,Multi-Utilities,WEC|CMS|LNT|XEL|BRK-B,CMS|NEE|PCG|D|SRE,0.8956889708177764,0.8783617802352945,0.01732719058248189
DUK,2014-04-30,Electric Utilities,TRV|CL|WRB|CVX|KO,ES|PEG|EXC|WEC|SO,0.13453850445488535,0.9147932977176051,-0.7802547932627197
DVN,2014-04-30,Oil & Gas Exploration & Production,ESS|SLB|HST|AVB|TAP,APA|COP|CTRA|EQT|TPL,0.25759767222839175,0.48406618553750613,-0.22646851330911438
DXCM,2014-04-30,Health Care Equipment,AXON|PODD|CIEN|TMUS|BLDR,EW|PODD|BAX|RVTY|STE,0.6786757785084648,0.6594804153528809,0.0191953631555839
ECL,2014-04-30,Specialty Chemicals,PNC|JCI|TJX|BDX|CVS,DD|PPG|IFF|ALB|SHW,0.561765955758844,0.5827006420741104,-0.020934686315266404
ED,2014-04-30,Multi-Utilities,WRB|KO|CVX|MO|TRV,CMS|PNW|SRE|PCG|DTE,0.18149153161942638,0.9499714931740983,-0.768479961554672
EIX,2014-04-30,Electric Utilities,BF-B|AEE|MKC|CPT|PLD,EVRG|AEP|LNT|PPL|ES,0.5972096218038524,0.8788919195548152,-0.28168229775096276
EOG,2014-04-30,Oil & Gas Exploration & Production,APTV|CMI|LUV|DPZ|ELV,OXY|CTRA|FANG|DVN|TPL,0.21103985992153382,0.6930650047293998,-0.48202514480786596
EQT,2014-04-30,Oil & Gas Exploration & Production,RMD|TRGP|PSX|ODFL|EXR,EOG|CTRA|OXY|APA|DVN,0.3510421375901747,0.494119573695501,-0.1430774361053263
ES,2014-04-30,Electric Utilities,CB|DE|GIS|EVRG|CMS,AEP|FE|LNT|EXC|PEG,0.7456975470348989,0.8085604004772062,-0.06286285344230735
ETR,2014-04-30,Electric Utilities,AEP|SPG|XEL|CAT|KIM,PPL|ES|SO|EXC|EVRG,0.690885488345796,0.6946425518413586,-0.003757063495562596
EVRG,2014-04-30,Electric Utilities,GIS|RSG|PPL|D|PNW,DUK|EIX|LNT|ETR|SO,0.8038294581400082,0.8431092292227527,-0.0392797710827445
EW,2014-04-30,Health Care Equipment,LRCX|SWKS|ABBV|CNC|BKR,BDX|BAX|PODD|ISRG|IDXX,0.1448607180086138,0.06895320889102877,0.07590750911758504
EXC,2014-04-30,Electric Utilities,KR|NRG|PEG|HAL|HST,EVRG|WEC|PEG|ES|DUK,0.5126465780294044,0.5344077860569121,-0.021761208027507695
FANG,2014-04-30,Oil & Gas Exploration & Production,NXPI|DAL|AVGO|SWKS|URI,CTRA|TPL|COP|APA|DVN,0.37976719747173465,0.5980490054788961,-0.2182818080071614
FDS,2014-04-30,Financial Exchanges & Data,IT|MSCI|ORLY|CI|INTU,CBOE|MCO|MSCI|ICE|NDAQ,0.693477888742733,0.6247231055422839,0.06875478320044903
FE,2014-04-30,Electric Utilities,LH|ESS|CDNS|CPT|PLD,EIX|WEC|SO|PEG|LNT,0.4311487681908882,0.5836542922488284,-0.15250552405794016
FICO,2014-04-30,Application Software,F|ROP|AMP|STE|PFG,SNPS|PTC|INTU|ORCL|TYL,0.6115174917465243,0.6950778791429087,-0.0835603873963845
FIS,2014-04-30,Transaction & Payment Processing Services,HUBB|AZO|INTU|ROL|HON,FISV|V|GPN|JKHY|MA,0.5843738636857622,0.5616700805134719,0.02270378317229027
FISV,2014-04-30,Transaction & Payment Processing Services,ROP|EFX|JBHT|EL|ODFL,FIS|V|JKHY|GPN|CPAY,0.7486520165217135,0.8297403841574345,-0.08108836763572091
FSLR,2014-04-30,Semiconductors,GNRC|PANW|BLDR|AKAM|ULTA,INTC|SWKS|TXN|QCOM|MCHP,0.5665600239113604,0.44473240800970687,0.12182761590165353
GD,2014-04-30,Aerospace & Defense,LMT|IEX|QCOM|NOC|AON,NOC|RTX|AXON|LMT|HII,0.7675765601275226,0.7053784455035752,0.06219811462394742
GE,2014-04-30,Aerospace & Defense,PG|COST|MMM|KMB|EMR,NOC|RTX|LMT|TDG|AXON,0.8070606366014254,0.7778682702402203,0.029192366361205035
GILD,2014-04-30,Biotechnology,CHTR|CTRA|TECH|VLO|NCLH,VRTX|REGN|AMGN|INCY|ABBV,0.32802236667739115,0.724963771042162,-0.3969414043647709
GIS,2014-04-30,Packaged Foods & Meats,EVRG|RSG|ES|D|PEP,TSN|HSY|HRL|CAG|CPB,0.45528629414637045,0.4598410979946032,-0.004554803848232758
GPN,2014-04-30,Transaction & Payment Processing Services,STZ|LII|LOW|HBAN|PRU,FISV|V|JKHY|CPAY|MA,0.2406642475547394,0.3700106760016714,-0.12934642844693203
GWW,2014-04-30,Industrial Machinery & Supplies & Components,SHW|STE|TAP|EQR|PPG,PH|XYL|PNR|SWK|HUBB,0.41191029399226686,0.7357354424260737,-0.32382514843380683
HIG,2014-04-30,Property & Casualty Insurance,SHW|CDNS|PFG|TROW|MET,PGR|ALL|ACGL|CB|WRB,0.8513392078476928,0.6026852689650847,0.24865393888260812
HII,2014-04-30,Aerospace & Defense,CAH|NOC|LMT|LHX|GD,GD|RTX|LHX|TDG|TXT,0.5487066728377861,0.5671825663126495,-0.018475893474863447
HRL,2014-04-30,Packaged Foods & Meats,CSX|CVS|BAX|COF|MDT,GIS|SJM|TSN|MDLZ|CPB,0.226271108451373,0.6950376363413227,-0.46876652788994966
HSY,2014-04-30,Packaged Foods & Meats,TFC|NTRS|SYK|FITB|ROST,MDLZ|HRL|TSN|SJM|CPB,0.17466044054510013,0.20357956623544193,-0.0289191256903418
HUBB,2014-04-30,Industrial Machinery & Supplies & Components,FIS|TJX|NSC|JCI|HON,ITW|PH|GWW|PNR|DOV,0.5026273455235004,0.5648659712700956,-0.06223862574659522
ICE,2014-04-30,Financial Exchanges & Data,TT|CMCSA|CASY|BA|VRSK,SPGI|NDAQ|CBOE|CME|FDS,0.49953418100039326,0.6486978648213456,-0.14916368382095235
IDXX,2014-04-30,Health Care Equipment,IEX|EG|AON|AME|DOV,EW|BSX|BAX|MDT|ZBH,0.3405141487484074,0.3848900215740738,-0.04437587282566641
IEX,2014-04-30,Industrial Machinery & Supplies & Components,AME|IDXX|AON|BR|RTX,XYL|GWW|ITW|HUBB|SNA,0.8789364863367423,0.8582410682232119,0.020695418113530373
IFF,2014-04-30,Specialty Chemicals,BALL|MAR|UNP|GIS|JNJ,ECL|ALB|PPG|LYB|SHW,0.6537560932144892,0.6875110431969162,-0.03375494998242701
INCY,2014-04-30,Biotechnology,NFLX|CIEN|ALGN|DXCM|UAL,ABBV|BIIB|AMGN|VRTX|GILD,0.2340528622925415,0.5783351090239031,-0.34428224673136154
INTC,2014-04-30,Semiconductors,MDLZ|APH|EQR|NI|CL,NXPI|ON|NVDA|MPWR|TXN,0.23610393474499347,0.3573306197539596,-0.1212266850089661
INTU,2014-04-30,Application Software,AZO|CTAS|FIS|TDY|SYK,SNPS|CRM|ADSK|WDAY|PTC,0.4498888479910663,0.7487803804441631,-0.29889153245309674
ISRG,2014-04-30,Health Care Equipment,WDAY|NOW|UAL|CSGP|VRTX,PODD|BDX|EW|MDT|IDXX,0.4601115279939393,0.5476001645641162,-0.08748863657017691
ITW,2014-04-30,Industrial Machinery & Supplies & Components,MMM|CL|CLX|NI|WM,PH|HUBB|SWK|XYL|PNR,0.4019327596664961,0.8322990314144767,-0.4303662717479806
IVZ,2014-04-30,Asset Management & Custody Banks,POOL|RCL|COO|CBOE|BLK,STT|BX|AMP|TROW|NTRS,0.6518432992229494,0.6891025659519346,-0.037259266728985274
JKHY,2014-04-30,Transaction & Payment Processing Services,PAYX|COR|AFL|SBAC|DHR,V|FISV|FIS|CPAY|GPN,0.48484965820093373,0.7229454602473744,-0.23809580204644065
JNJ,2014-04-30,Pharmaceuticals,BRK-B|GIS|BALL|IFF|WEC,ZTS|PFE|LLY|VTRS|BMY,0.7120544519322232,0.21175958410362808,0.5002948678285951
JPM,2014-04-30,Diversified Banks,NTRS|HSY|HBAN|TFC|FITB,PNC|WFC|BAC|USB|C,0.658136822212302,0.8004519674553983,-0.1423151452430963
KKR,2014-04-30,Asset Management & Custody Banks,MNST|FTNT|ADSK|NCLH|FFIV,BEN|STT|BX|AMP|BK,0.4718553856302842,0.38573989601633524,0.08611548961394894
LHX,2014-04-30,Aerospace & Defense,CAH|TEL|BR|AON|SPGI,LMT|NOC|BA|GD|GE,0.6415046601730202,0.6754681824518403,-0.033963522278820046
LLY,2014-04-30,Pharmaceuticals,LH|OXY|GPC|QCOM|AEE,MRK|ZTS|PFE|BMY|JNJ,0.3929932060004168,0.562303042977485,-0.1693098369770682
LMT,2014-04-30,Aerospace & Defense,GD|NOC|CAH|HII|IEX,RTX|GD|LHX|AXON|HII,0.7566963196290128,0.7208742858195815,0.035822033809431386
LNT,2014-04-30,Electric Utilities,DTE|CMS|EVRG|BRK-B|WEC,EVRG|EIX|WEC|PEG|AEP,0.9442054546832558,0.964689156567381,-0.020483701884125183
LYB,2014-04-30,Specialty Chemicals,DVN|BKR|MAR|HST|NRG,DD|ALB|PPG|SHW|IFF,0.5617194805158879,0.816480252449722,-0.25476077193383406
MA,2014-04-30,Transaction & Payment Processing Services,PTC|UHS|NCLH|NDAQ|TECH,CPAY|V|FISV|GPN|FIS,0.6427114163504783,0.6056829023093725,0.03702851404110585
MCHP,2014-04-30,Semiconductors,PPG|TEL|AXP|PFG|HIG,NXPI|AVGO|FSLR|ON|QCOM,0.8567696702831012,0.525252026241371,0.33151764404173023
MCO,2014-04-30,Financial Exchanges & Data,EME|MET|KEY|RCL|DPZ,FDS|NDAQ|CME|ICE|CBOE,0.41977166623002216,0.4177904911755054,0.0019811750545167817
MDLZ,2014-04-30,Packaged Foods & Meats,SYY|ARE|ABT|INTC|APH,TSN|MKC|GIS|CPB|HRL,0.2849070382457754,0.4263188786655769,-0.14141184041980148
MDT,2014-04-30,Health Care Equipment,COF|CVS|TJX|USB|ECL,BDX|PODD|IDXX|SYK|BAX,0.6067342853970704,0.7192844045901219,-0.11255011919305147
MKC,2014-04-30,Packaged Foods & Meats,CHD|BAX|AWK|AEE|OXY,HRL|GIS|TSN|CPB|CAG,0.3664156950535735,0.7266758514712395,-0.36026015641766596
MPWR,2014-04-30,Semiconductors,CF|ADBE|RCL|WDC|SCHW,INTC|MU|MCHP|AMD|QCOM,0.6204508222549255,0.5632530676408634,0.05719775461406218
MRK,2014-04-30,Pharmaceuticals,DOV|NEE|IFF|QCOM|MAR,LLY|JNJ|PFE|VTRS|BMY,0.28172976987658677,0.36964254877471353,-0.08791277889812676
MSCI,2014-04-30,Financial Exchanges & Data,WTW|STT|TDY|ROST|NTRS,MCO|CBOE|ICE|SPGI|CME,0.7201588009514818,0.7013803149423015,0.018778486009180306
MTD,2014-04-30,Life Sciences Tools & Services,BRO|NDAQ|IT|AOS|CBRE,CRL|WAT|A|TECH|TMO,0.08254488655387028,0.4478286490445267,-0.3652837624906564
MU,2014-04-30,Semiconductors,DAL|MGM|GILD|CNC|VLO,ADI|AVGO|TXN|FSLR|NXPI,0.5433293489095221,0.610288399883572,-0.06695905097404986
NDAQ,2014-04-30,Financial Exchanges & Data,PTC|CASY|UHS|SPGI|ICE,MSCI|CBOE|CME|MCO|SPGI,0.6361680254109177,0.6964822236629499,-0.060314198252032214
NDSN,2014-04-30,Industrial Machinery & Supplies & Components,APA|AIG|MDLZ|WMB|O,SNA|PNR|DOV|IEX|HUBB,0.045319498430336905,0.5621458035698879,-0.516826305139551
NEE,2014-04-30,Multi-Utilities,CL|CAT|NI|AEP|COP,CNP|SRE|PCG|PNW|DTE,0.4014796664878308,0.8486224435612494,-0.4471427770734186
NI,2014-04-30,Multi-Utilities,CL|KMB|SRE|CB|NEE,D|SRE|NEE|PNW|AEE,0.31943714924601146,0.6807448750807081,-0.36130772583469667
NOC,2014-04-30,Aerospace & Defense,LMT|CAH|GD|TMO|AON,GD|TDG|BA|TXT|LMT,0.7529618985154974,0.8200438900021808,-0.06708199148668337
NTRS,2014-04-30,Asset Management & Custody Banks,TFC|HSY|FITB|JPM|ROST,KKR|AMP|BEN|BX|STT,0.886057180891973,0.7035783655160404,0.1824788153759327
NVDA,2014-04-30,Semiconductors,ELV|CMI|BKR|MAR|LYB,AVGO|ADI|ON|QCOM|MPWR,0.4938269988933515,0.6332952492642195,-0.13946825037086802
NXPI,2014-04-30,Semiconductors,AVGO|URI|DAL|MGM|LVS,AVGO|ADI|MPWR|FSLR|MCHP,0.5387987008026075,0.6890476915374688,-0.1502489907348613
ON,2014-04-30,Semiconductors,XYL|MCO|RCL|IVZ|STLD,ADI|INTC|NVDA|QCOM|NXPI,0.40471015707706576,0.41344580423839905,-0.008735647161333293
ORCL,2014-04-30,Application Software,CDNS|HIG|LH|EME|QCOM,TYL|INTU|SNPS|FICO|WDAY,0.5095588106806492,0.418012981511843,0.09154582916880621
OXY,2014-04-30,Oil & Gas Exploration & Production,LLY|LH|UNP|HAS|GPC,TPL|COP|EQT|APA|DVN,0.22180576024835286,0.4033254635411848,-0.18151970329283196
PCG,2014-04-30,Multi-Utilities,T|AEP|GIS|XEL|CMS,D|DTE|XEL|AEE|PNW,0.6503967085419525,0.7553335647886718,-0.10493685624671922
PEG,2014-04-30,Electric Utilities,DTE|WEC|ETR|KR|CMS,PPL|EIX|EXC|ETR|LNT,0.7992764240491,0.7558718417074887,0.043404582341611375
PFE,2014-04-30,Pharmaceuticals,DGX|ADI|QCOM|TXN|NKE,MRK|BMY|JNJ|ZTS|VTRS,0.33444049790826946,0.177506498844634,0.15693399906363548
PGR,2014-04-30,Property & Casualty Insurance,L|ACGL|CHD|AWK|SJM,CINF|CB|ACGL|HIG|ALL,0.05203189297154882,0.13599376081369471,-0.0839618678421459
PH,2014-04-30,Industrial Machinery & Supplies & Components,ODFL|DOV|AIG|IEX|NUE,NDSN|PNR|GWW|DOV|HUBB,0.8844053858721197,0.835759984759499,0.04864540111262072
PNC,2014-04-30,Diversified Banks,ECL|JCI|TJX|BDX|SYK,BAC|WFC|TFC|C|JPM,0.63663959942413,0.824375147971729,-0.187735548547599
PNR,2014-04-30,Industrial Machinery & Supplies & Components,WAB|ROK|J|CRL|KLAC,PH|DOV|ITW|NDSN|XYL,0.7219122086040005,0.7887117877086175,-0.06679957910461698
PNW,2014-04-30,Multi-Utilities,FRT|DE|EVRG|RSG|ES,NI|XEL|PCG|D|ED,0.826583965739272,0.8749416862946138,-0.04835772055534182
PODD,2014-04-30,Health Care Equipment,APO|CIEN|TMUS|AXON|CSGP,ISRG|BAX|STE|DXCM|RMD,0.6034584104739378,0.2850511970856206,0.3184072133883172
PPG,2014-04-30,Specialty Chemicals,MCHP|STE|PFG|AXP|TEL,DD|SHW|IFF|ECL|ALB,0.4497911883726439,0.8101067035953041,-0.3603155152226602
PPL,2014-04-30,Electric Utilities,EVRG|GIS|BALL|MTB|LNT,SO|ETR|EVRG|WEC|EXC,0.4842805733910801,0.7909587442035845,-0.30667817081250437
PTC,2014-04-30,Application Software,NDAQ|MS|UHS|SPGI|CAH,ORCL|FICO|INTU|TYL|TRMB,0.6858693891761158,0.8642986009267263,-0.17842921175061044
QCOM,2014-04-30,Semiconductors,LLY|GPC|GD|PFE|OXY,FSLR|SWKS|NXPI|INTC|TXN,0.2383011468538805,0.42784053770681335,-0.18953939085293284
REGN,2014-04-30,Biotechnology,EXPE|UAL|BIIB|DECK|FTNT,INCY|GILD|ABBV|AMGN|BIIB,0.7414075145950667,0.6523485950103323,0.08905891958473444
RMD,2014-04-30,Health Care Equipment,VTR|O|PSX|EQT|DOC,STE|EW|BAX|RVTY|IDXX,0.07484968474201574,0.5648289131842793,-0.48997922844226355
RTX,2014-04-30,Aerospace & Defense,AME|ADP|EMR|HON|AFL,TDG|LMT|NOC|TXT|HII,0.8240293096450413,0.8763170680073537,-0.052287758362312364
RVTY,2014-04-30,Health Care Equipment,LII|TDY|HBAN|TMO|TFC,MDT|IDXX|PODD|BAX|BDX,0.652192899784656,0.6259817735642758,0.026211126220380243
SHW,2014-04-30,Specialty Chemicals,HIG|PFG|STE|GWW|TROW,DD|LYB|PPG|ECL|IFF,0.30292364953945045,0.4939963827819468,-0.19107273324249635
SJM,2014-04-30,Packaged Foods & Meats,CAG|L|VZ|MSI|PGR,MDLZ|HRL|TSN|MKC|CAG,0.5425460394176238,0.6807320648023595,-0.13818602538473568
SNA,2014-04-30,Industrial Machinery & Supplies & Components,AEE|ORLY|YUM|DIS|AZO,XYL|DOV|NDSN|HUBB|GWW,0.446758870700716,0.7810865842932159,-0.33432771359249985
SNPS,2014-04-30,Application Software,SBAC|JKHY|DHR|COR|BRO,CDNS|ADSK|WDAY|FICO|INTU,0.6295125656536615,0.5473452859954802,0.08216727965818138
SO,2014-04-30,Electric Utilities,XEL|AEP|CMS|WEC|DUK,WEC|DUK|LNT|AEP|ETR,0.9661230532157906,0.9491920348218702,0.016931018393920416
SPGI,2014-04-30,Financial Exchanges & Data,CAH|AXP|CME|AVY|WAB,FDS|ICE|CME|NDAQ|MSCI,0.5056514920423253,0.28411259777699344,0.22153889426533185
SRE,2014-04-30,Multi-Utilities,D|CB|NI|DE|ES,D|AEE|XEL|NEE|CNP,0.7848455469666901,0.8048981479649353,-0.02005260099824524
STE,2014-04-30,Health Care Equipment,PPG|PFG|SHW|MCHP|GWW,ISRG|DXCM|BSX|EW|SYK,0.25549643491653223,0.4543366581647857,-0.19884022324825346
STT,2014-04-30,Asset Management & Custody Banks,SATS|TSCO|PSKY|MSCI|HBAN,APO|KKR|TROW|BLK|BK,0.6419142125136236,0.7565432322642804,-0.11462901975065687
SWK,2014-04-30,Industrial Machinery & Supplies & Components,F|PSX|CSCO|APH|AIG,DOV|PNR|NDSN|IEX|SNA,0.660491112279735,0.8685978731389299,-0.20810676085919488
SWKS,2014-04-30,Semiconductors,EW|NXPI|DAL|HAL|NVDA,FSLR|AMD|AVGO|INTC|MU,0.7692127634264327,0.831173415278502,-0.061960651852069226
SYK,2014-04-30,Health Care Equipment,HSIC|USB|BDX|PNC|ECL,ABT|MDT|BAX|DXCM|IDXX,0.38264309270074176,0.1617375902859933,0.22090550241474846
TDG,2014-04-30,Aerospace & Defense,JCI|TEL|KEY|PNC|ECL,GD|BA|RTX|TXT|LMT,0.25953418880119944,0.4405523722151109,-0.18101818341391146
TECH,2014-04-30,Life Sciences Tools & Services,TT|ICE|ROP|NCLH|FICO,A|TMO|WAT|CRL|DHR,0.4960555288849613,0.554799432924185,-0.05874390403922369
TFC,2014-04-30,Diversified Banks,HSY|NTRS|TDY|TJX|MDT,PNC|WFC|USB|C|BAC,0.7111781053373626,0.8166235926215603,-0.10544548728419767
TMO,2014-04-30,Life Sciences Tools & Services,TDY|WAB|RVTY|SYK|TFC,WAT|A|TECH|CRL|DHR,0.6572737451588213,0.697502549684256,-0.04022880452543465
TPL,2014-04-30,Oil & Gas Exploration & Production,GRMN|TSN|WSM|GNRC|HUM,APA|EQT|COP|DVN|OXY,-0.17571596078392762,-0.05776073557442225,-0.11795522520950537
TRMB,2014-04-30,Application Software,TTWO|ON|GNRC|MPWR|IVZ,INTU|PTC|ORCL|SNPS|WDAY,-0.030249256261942695,0.5145554066446272,-0.5448046629065699
TROW,2014-04-30,Asset Management & Custody Banks,DLTR|NUE|CCI|CPRT|NKE,BEN|IVZ|BK|BX|AMP,0.6671578652624744,0.8691899338922824,-0.20203206862980794
TRV,2014-04-30,Property & Casualty Insurance,DUK|CL|AEP|KO|CNP,ALL|PGR|HIG|CINF|ACGL,0.2505723125154626,0.7472689752609183,-0.4966966627454557
TSN,2014-04-30,Packaged Foods & Meats,AMAT|PWR|PCAR|HUM|GRMN,MDLZ|HRL|CPB|CAG|HSY,0.14226809791074607,0.36732155740990063,-0.22505345949915456
TXN,2014-04-30,Semiconductors,ADI|PFE|DPZ|WAB|ROK,INTC|NXPI|AVGO|AMD|NVDA,0.737349611140957,0.6671742329053726,0.0701753782355844
TXT,2014-04-30,Aerospace & Defense,MS|DD|VLO|STLD|CPAY,GE|AXON|GD|LHX|BA,0.598634231775914,0.7610530632663793,-0.16241883149046532
